vx,vy,vz,v
-0.416584,-5.440560,-3.040119,39.015560
0.337374,-3.490919,-3.149342,22.218693
3.080172,2.538665,-1.455385,18.050421
0.021299,-1.725425,-2.946824,11.661317
1.678509,2.885987,-2.268324,16.291607
-0.324176,-3.404075,1.701237,14.587022
0.826136,1.132874,1.212889,3.437005
-2.110849,0.118380,-0.927109,5.329231
1.732014,1.933573,0.489446,6.978131
-2.440753,3.026788,2.372347,20.746750
0.423458,2.557646,4.243200,24.725613
0.904213,5.509997,4.425364,50.761520
-1.288247,4.862116,4.505840,45.602348
-0.172472,4.219312,3.724907,31.707272
-1.585303,-4.316477,-7.684966,80.203873
-1.997681,3.805282,0.264734,18.540983
-1.713228,4.957778,5.978935,63.262375
-0.824973,-3.724577,4.796139,37.556007
3.894334,2.447984,2.257281,26.253780
-0.115966,-0.960190,-3.808470,15.439853
-3.717805,2.999918,-3.584599,35.670929
1.878456,-4.692393,2.275308,30.724178
0.424741,-2.679850,6.647353,51.549297
-2.221968,-3.296643,-4.140570,32.949318
3.322533,-5.256008,-3.173398,48.735306
4.087284,3.895825,-2.898480,40.284531
0.845687,-1.397748,-2.553774,9.190649
-2.091120,-3.418126,-4.960804,40.665947
4.636693,-4.475751,2.037840,45.684071
-1.166221,-3.224144,1.479186,13.943165
-0.824770,-2.537754,-6.622124,50.972965
-1.653328,-0.868344,-1.565989,5.939837
-0.406501,4.665788,-1.708079,24.852350
1.611476,-2.444727,-6.709164,53.586426
-0.976006,2.569755,1.292734,9.227390
1.190286,4.137650,-1.317193,20.271931
-1.589383,3.229454,0.680648,13.418794
-1.293847,-4.737427,4.234395,42.047359
2.746750,3.467388,-3.183218,29.700291
-1.328758,-2.913819,-1.467563,12.409679
2.719798,-2.945652,-2.096992,20.471540
-2.353648,-1.553289,2.478551,14.095584
0.429662,3.808831,0.203232,14.733110
-0.995601,3.038408,0.567575,10.545283
-1.842183,-2.769683,0.574469,11.394797
1.445958,3.427683,-3.600739,26.805130
0.650018,-4.660295,-1.894628,25.730490
3.564703,-4.330256,-1.737039,34.475525
1.584574,-3.052075,3.719789,25.662867
0.491395,6.163854,0.655150,38.663792
0.605296,-3.199943,-0.106971,10.617461
-1.869070,-4.457533,5.363151,52.126415
1.617433,3.867315,-3.357502,28.845036
-0.753923,5.152565,2.304544,32.428246
0.440977,3.696003,0.462067,14.068409
2.070457,0.634212,-4.329708,23.435385
1.183663,-2.770157,2.670981,16.208965
3.318596,3.657744,-1.996491,28.378149
-0.864534,-1.340459,2.592222,9.263865
-0.647107,-6.511169,-0.197255,42.852978
-1.473743,-3.133743,4.377058,31.150894
0.292636,0.658316,-2.242215,5.546544
-0.632563,2.911443,-4.025043,25.077606
0.375635,-2.791289,-2.619478,14.794060
-0.943994,3.616468,-0.985896,14.941955
-0.123300,-4.648193,-4.641833,43.167519
0.305104,-1.877422,1.644300,6.321524
0.419864,-1.446872,1.299804,3.959214
0.388263,0.719599,-3.083090,10.174012
-2.774650,-1.314499,-0.436976,9.617537
0.549134,-1.014089,2.063650,5.588576
-1.938284,3.990336,-0.189276,19.715555
3.213164,-1.948674,-2.499205,20.367779
-1.439154,-4.204144,-2.880010,28.040443
-1.664552,2.051331,-1.273373,8.600170
1.248781,-4.098425,-7.542623,75.247704
-0.386110,-5.289996,-2.762338,35.763653
-5.527445,-0.596068,-8.604755,104.949760
-0.145111,-1.820134,6.024946,39.633919
2.568779,-4.858263,4.437576,49.893425
-3.531521,-4.349951,0.951956,32.299931
